route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,wheelchair_accessible,bikes_allowed
SN_STOP_VIC_BTN,1,1031815,WC1815,SNC18,0,0,0
SN_STOP_VIC_BTN,1,1031845,WC1845,SNC18,0,0,0
SN_STOP_VIC_BTN,1,1031915,WC1915,SNC19,0,0,0
SN_STOP_VIC_BTN,1,1031945,WC1945,SNC19,0,0,0
SN_STOP_VIC_BTN,1,1032015,WC2015,SNC20,0,0,0
SN_STOP_VIC_BTN,1,1032045,WC2045,SNC20,0,0,0
SN_STOP_VIC_BTN,1,1032115,WC2115,SNC21,0,0,0
SN_STOP_VIC_BTN,1,1032145,WC2145,SNC21,0,0,0
SN_STOP_VIC_BTN,1,1032215,WC2215,SNC22,0,0,0
SN_STOP_VIC_BTN,1,1032245,WC2245,SNC22,0,0,0
SN_STOP_BTN_VIC,1,1040610,WD0610,SND06,0,0,0
SN_STOP_BTN_VIC,1,1040640,WD0640,SND06,0,0,0
SN_STOP_BTN_VIC,1,1040710,WD0710,SND07,0,0,0
SN_STOP_BTN_VIC,1,1040740,WD0740,SND07,0,0,0
SN_STOP_BTN_VIC,1,1040810,WD0810,SND08,0,0,0
SN_STOP_BTN_VIC,1,1040840,WD0840,SND08,0,0,0
SN_STOP_BTN_VIC,1,1040910,WD0910,SND09,0,0,0
SN_STOP_BTN_VIC,1,1040940,WD0940,SND09,0,0,0
SN_STOP_BTN_VIC,1,1041010,WD1010,SND10,0,0,0
SN_STOP_BTN_VIC,1,1041040,WD1040,SND10,0,0,0
SN_STOP_BTN_VIC,1,1041110,WD1110,SND11,0,0,0
SN_STOP_BTN_VIC,1,1041140,WD1140,SND11,0,0,0
SN_STOP_BTN_VIC,1,1041210,WD1210,SND12,0,0,0
SN_STOP_BTN_VIC,1,1041240,WD1240,SND12,0,0,0
SN_STOP_BTN_VIC,1,1041310,WD1310,SND13,0,0,0
SN_STOP_BTN_VIC,1,1041340,WD1340,SND13,0,0,0
SN_STOP_BTN_VIC,1,1041410,WD1410,SND14,0,0,0
SN_STOP_BTN_VIC,1,1041440,WD1440,SND14,0,0,0
SN_STOP_BTN_VIC,1,1041510,WD1510,SND15,0,0,0
SN_STOP_BTN_VIC,1,1041540,WD1540,SND15,0,0,0
SN_STOP_BTN_VIC,1,1041610,WD1610,SND16,0,0,0
SN_STOP_BTN_VIC,1,1041640,WD1640,SND16,0,0,0
SN_STOP_BTN_VIC,1,1041710,WD1710,SND17,0,0,0
SN_STOP_BTN_VIC,1,1041740,WD1740,SND17,0,0,0
SN_STOP_BTN_VIC,1,1041810,WD1810,SND18,0,0,0
SN_STOP_BTN_VIC,1,1041840,WD1840,SND18,0,0,0
SN_STOP_BTN_VIC,1,1041910,WD1910,SND19,0,0,0
SN_STOP_BTN_VIC,1,1041940,WD1940,SND19,0,0,0
SN_STOP_BTN_VIC,1,1042010,WD2010,SND20,0,0,0
SN_STOP_BTN_VIC,1,1042040,WD2040,SND20,0,0,0
SN_STOP_BTN_VIC,1,1042110,WD2110,SND21,0,0,0
SN_STOP_BTN_VIC,1,1042140,WD2140,SND21,0,0,0
SN_STOP_BTN_VIC,1,1042210,WD2210,SND22,0,0,0
SN_STOP_BTN_VIC,1,1042240,WD2240,SND22,0,0,0
SN_NIGHT_VIC_BTN,2,1052415,WE2415,SNE00,0,0,0
SN_NIGHT_BTN_VIC,2,1062415,WF2415,SNF00,0,0,0
SN_STOP_VIC_BTN,5,1072205,WG2205,SNG22,0,0,0
SN_BTN_PMH,3,1080625,WH0625,SNH06,0,0,0
SN_BTN_PMH,1,1080725,WH0725,SNH07,0,0,0
SN_BTN_PMH,3,1080825,WH0825,SNH08,0,0,0
SN_BTN_PMH,1,1080925,WH0925,SNH09,0,0,0
SN_BTN_PMH,3,1081025,WH1025,SNH10,0,0,0
SN_BTN_PMH,1,1081125,WH1125,SNH11,0,0,0
SN_BTN_PMH,3,1081225,WH1225,SNH12,0,0,0
SN_BTN_PMH,1,1081325,WH1325,SNH13,0,0,0
SN_BTN_PMH,3,1081425,WH1425,SNH14,0,0,0
SN_BTN_PMH,1,1081525,WH1525,SNH15,0,0,0
SN_BTN_PMH,3,1081625,WH1625,SNH16,0,0,0
SN_BTN_PMH,1,1081725,WH1725,SNH17,0,0,0
SN_BTN_PMH,3,1081825,WH1825,SNH18,0,0,0
SN_BTN_PMH,1,1081925,WH1925,SNH19,0,0,0
SN_BTN_PMH,3,1082025,WH2025,SNH20,0,0,0
SN_BTN_PMH,1,1082125,WH2125,SNH21,0,0,0
SN_BTN_PMH,3,1082225,WH2225,SNH22,0,0,0
SN_PMH_BTN,3,1090605,WJ0605,SNJ06,0,0,0
SN_PMH_BTN,1,1090705,WJ0705,SNJ07,0,0,0
SN_PMH_BTN,3,1090805,WJ0805,SNJ08,0,0,0
SN_PMH_BTN,1,1090905,WJ0905,SNJ09,0,0,0
SN_PMH_BTN,3,1091005,WJ1005,SNJ10,0,0,0
SN_PMH_BTN,1,1091105,WJ1105,SNJ11,0,0,0
SN_PMH_BTN,3,1091205,WJ1205,SNJ12,0,0,0
SN_PMH_BTN,1,1091305,WJ1305,SNJ13,0,0,0
SN_PMH_BTN,3,1091405,WJ1405,SNJ14,0,0,0
SN_PMH_BTN,1,1091505,WJ1505,SNJ15,0,0,0
SN_PMH_BTN,3,1091605,WJ1605,SNJ16,0,0,0
SN_PMH_BTN,1,1091705,WJ1705,SNJ17,0,0,0
SN_PMH_BTN,3,1091805,WJ1805,SNJ18,0,0,0
SN_PMH_BTN,1,1091905,WJ1905,SNJ19,0,0,0
SN_PMH_BTN,3,1092005,WJ2005,SNJ20,0,0,0
SN_PMH_BTN,1,1092105,WJ2105,SNJ21,0,0,0
SN_PMH_BTN,3,1092205,WJ2205,SNJ22,0,0,0
SN_BTN_HGS,3,1100633,WK0633,SNK06,0,0,0
SN_BTN_HGS,1,1100733,WK0733,SNK07,0,0,0
SN_BTN_HGS,3,1100833,WK0833,SNK08,0,0,0
SN_BTN_HGS,1,1100933,WK0933,SNK09,0,0,0
SN_BTN_HGS,3,1101033,WK1033,SNK10,0,0,0
SN_BTN_HGS,1,1101133,WK1133,SNK11,0,0,0
SN_BTN_HGS,3,1101233,WK1233,SNK12,0,0,0
SN_BTN_HGS,1,1101333,WK1333,SNK13,0,0,0
SN_BTN_HGS,3,1101433,WK1433,SNK14,0,0,0
SN_BTN_HGS,1,1101533,WK1533,SNK15,0,0,0
SN_BTN_HGS,3,1101633,WK1633,SNK16,0,0,0
SN_BTN_HGS,1,1101733,WK1733,SNK17,0,0,0
SN_BTN_HGS,3,1101833,WK1833,SNK18,0,0,0
SN_BTN_HGS,1,1101933,WK1933,SNK19,0,0,0
SN_BTN_HGS,3,1102033,WK2033,SNK20,0,0,0
SN_BTN_HGS,1,1102133,WK2133,SNK21,0,0,0
SN_BTN_HGS,3,1102233,WK2233,SNK22,0,0,0
SN_HGS_BTN,3,1110605,WL0605,SNL06,0,0,0
SN_HGS_BTN,1,1110705,WL0705,SNL07,0,0,0
SN_HGS_BTN,3,1110805,WL0805,SNL08,0,0,0
SN_HGS_BTN,1,1110905,WL0905,SNL09,0,0,0
SN_HGS_BTN,3,1111005,WL1005,SNL10,0,0,0
SN_HGS_BTN,1,1111105,WL1105,SNL11,0,0,0
SN_HGS_BTN,3,1111205,WL1205,SNL12,0,0,0
SN_HGS_BTN,1,1111305,WL1305,SNL13,0,0,0
SN_HGS_BTN,3,1111405,WL1405,SNL14,0,0,0
SN_HGS_BTN,1,1111505,WL1505,SNL15,0,0,0
SN_HGS_BTN,3,1111605,WL1605,SNL16,0,0,0
SN_HGS_BTN,1,1111705,WL1705,SNL17,0,0,0
SN_HGS_BTN,3,1111805,WL1805,SNL18,0,0,0
SN_HGS_BTN,1,1111905,WL1905,SNL19,0,0,0
SN_HGS_BTN,3,1112005,WL2005,SNL20,0,0,0
SN_HGS_BTN,1,1112105,WL2105,SNL21,0,0,0
SN_HGS_BTN,3,1112205,WL2205,SNL22,0,0,0
SN_HGS_AFK,3,1120645,WM0645,SNM06,0,0,0
SN_HGS_AFK,1,1120745,WM0745,SNM07,0,0,0
SN_HGS_AFK,3,1120845,WM0845,SNM08,0,0,0
SN_HGS_AFK,1,1120945,WM0945,SNM09,0,0,0
SN_HGS_AFK,3,1121045,WM1045,SNM10,0,0,0
SN_HGS_AFK,1,1121145,WM1145,SNM11,0,0,0
SN_HGS_AFK,3,1121245,WM1245,SNM12,0,0,0
SN_HGS_AFK,1,1121345,WM1345,SNM13,0,0,0
SN_HGS_AFK,3,1121445,WM1445,SNM14,0,0,0
SN_HGS_AFK,1,1121545,WM1545,SNM15,0,0,0
SN_HGS_AFK,3,1121645,WM1645,SNM16,0,0,0
SN_HGS_AFK,1,1121745,WM1745,SNM17,0,0,0
SN_HGS_AFK,3,1121845,WM1845,SNM18,0,0,0
SN_HGS_AFK,1,1121945,WM1945,SNM19,0,0,0
SN_HGS_AFK,3,1122045,WM2045,SNM20,0,0,0
SN_HGS_AFK,1,1122145,WM2145,SNM21,0,0,0
SN_HGS_AFK,3,1122245,WM2245,SNM22,0,0,0
SN_AFK_HGS,3,1130605,WN0605,SNN06,0,0,0
SN_AFK_HGS,1,1130705,WN0705,SNN07,0,0,0
SN_AFK_HGS,3,1130805,WN0805,SNN08,0,0,0
SN_AFK_HGS,1,1130905,WN0905,SNN09,0,0,0
SN_AFK_HGS,3,1131005,WN1005,SNN10,0,0,0
SN_AFK_HGS,1,1131105,WN1105,SNN11,0,0,0
SN_AFK_HGS,3,1131205,WN1205,SNN12,0,0,0
SN_AFK_HGS,1,1131305,WN1305,SNN13,0,0,0
SN_AFK_HGS,3,1131405,WN1405,SNN14,0,0,0
SN_AFK_HGS,1,1131505,WN1505,SNN15,0,0,0
SN_AFK_HGS,3,1131605,WN1605,SNN16,0,0,0
SN_AFK_HGS,1,1131705,WN1705,SNN17,0,0,0
SN_AFK_HGS,3,1131805,WN1805,SNN18,0,0,0
SN_AFK_HGS,1,1131905,WN1905,SNN19,0,0,0
SN_AFK_HGS,3,1132005,WN2005,SNN20,0,0,0
SN_AFK_HGS,1,1132105,WN2105,SNN21,0,0,0
SN_AFK_HGS,3,1132205,WN2205,SNN22,0,0,0
TL_STP_BTN,3,2010610,LA0610,TLA06,0,0,0
TL_STP_BTN,3,2010710,LA0710,TLA07,0,0,0
TL_STP_BTN,3,2010810,LA0810,TLA08,0,0,0
TL_STP_BTN,3,2010910,LA0910,TLA09,0,0,0
TL_STP_BTN,3,2011010,LA1010,TLA10,0,0,0
TL_STP_BTN,3,2011110,LA1110,TLA11,0,0,0
TL_STP_BTN,3,2011210,LA1210,TLA12,0,0,0
TL_STP_BTN,3,2011310,LA1310,TLA13,0,0,0
TL_STP_BTN,3,2011410,LA1410,TLA14,0,0,0
TL_STP_BTN,3,2011510,LA1510,TLA15,0,0,0
TL_STP_BTN,3,2011610,LA1610,TLA16,0,0,0
TL_STP_BTN,3,2011710,LA1710,TLA17,0,0,0
TL_STP_BTN,3,2011810,LA1810,TLA18,0,0,0
TL_STP_BTN,3,2011910,LA1910,TLA19,0,0,0
TL_STP_BTN,3,2012010,LA2010,TLA20,0,0,0
TL_STP_BTN,3,2012110,LA2110,TLA21,0,0,0
TL_STP_BTN,3,2012210,LA2210,TLA22,0,0,0
TL_BTN_STP,3,2020620,LB0620,TLB06,0,0,0
TL_BTN_STP,3,2020720,LB0720,TLB07,0,0,0
TL_BTN_STP,3,2020820,LB0820,TLB08,0,0,0
TL_BTN_STP,3,2020920,LB0920,TLB09,0,0,0
TL_BTN_STP,3,2021020,LB1020,TLB10,0,0,0
TL_BTN_STP,3,2021120,LB1120,TLB11,0,0,0
TL_BTN_STP,3,2021220,LB1220,TLB12,0,0,0
TL_BTN_STP,3,2021320,LB1320,TLB13,0,0,0
TL_BTN_STP,3,2021420,LB1420,TLB14,0,0,0
TL_BTN_STP,3,2021520,LB1520,TLB15,0,0,0
TL_BTN_STP,3,2021620,LB1620,TLB16,0,0,0
TL_BTN_STP,3,2021720,LB1720,TLB17,0,0,0
TL_BTN_STP,3,2021820,LB1820,TLB18,0,0,0
TL_BTN_STP,3,2021920,LB1920,TLB19,0,0,0
TL_BTN_STP,3,2022020,LB2020,TLB20,0,0,0
TL_BTN_STP,3,2022120,LB2120,TLB21,0,0,0
TL_BTN_STP,3,2022220,LB2220,TLB22,0,0,0
GX_VIC_GTW,3,3010630,GA0630,GXA06,0,0,0
GX_VIC_GTW,3,3010730,GA0730,GXA07,0,0,0
GX_VIC_GTW,3,3010830,GA0830,GXA08,0,0,0
GX_VIC_GTW,3,3010930,GA0930,GXA09,0,0,0
GX_VIC_GTW,3,3011030,GA1030,GXA10,0,0,0
GX_VIC_GTW,3,3011130,GA1130,GXA11,0,0,0
GX_VIC_GTW,3,3011230,GA1230,GXA12,0,0,0
GX_VIC_GTW,3,3011330,GA1330,GXA13,0,0,0
GX_VIC_GTW,3,3011430,GA1430,GXA14,0,0,0
GX_VIC_GTW,3,3011530,GA1530,GXA15,0,0,0
GX_VIC_GTW,3,3011630,GA1630,GXA16,0,0,0
GX_VIC_GTW,3,3011730,GA1730,GXA17,0,0,0
GX_VIC_GTW,3,3011830,GA1830,GXA18,0,0,0
GX_VIC_GTW,3,3011930,GA1930,GXA19,0,0,0
GX_VIC_GTW,3,3012030,GA2030,GXA20,0,0,0
GX_VIC_GTW,3,3012130,GA2130,GXA21,0,0,0
GX_VIC_GTW,3,3012230,GA2230,GXA22,0,0,0
GX_GTW_VIC,3,3020635,GB0635,GXB06,0,0,0
GX_GTW_VIC,3,3020735,GB0735,GXB07,0,0,0
GX_GTW_VIC,3,3020835,GB0835,GXB08,0,0,0
GX_GTW_VIC,3,3020935,GB0935,GXB09,0,0,0
GX_GTW_VIC,3,3021035,GB1035,GXB10,0,0,0
GX_GTW_VIC,3,3021135,GB1135,GXB11,0,0,0
GX_GTW_VIC,3,3021235,GB1235,GXB12,0,0,0
GX_GTW_VIC,3,3021335,GB1335,GXB13,0,0,0
GX_GTW_VIC,3,3021435,GB1435,GXB14,0,0,0
GX_GTW_VIC,3,3021535,GB1535,GXB15,0,0,0
GX_GTW_VIC,3,3021635,GB1635,GXB16,0,0,0
GX_GTW_VIC,3,3021735,GB1735,GXB17,0,0,0
GX_GTW_VIC,3,3021835,GB1835,GXB18,0,0,0
GX_GTW_VIC,3,3021935,GB1935,GXB19,0,0,0
GX_GTW_VIC,3,3022035,GB2035,GXB20,0,0,0
GX_GTW_VIC,3,3022135,GB2135,GXB21,0,0,0
GX_GTW_VIC,3,3022235,GB2235,GXB22,0,0,0
SW_RYP_SHN,3,4010620,SA0620,SWA06,0,0,0
SW_RYP_SHN,3,4010720,SA0720,SWA07,0,0,0
SW_RYP_SHN,3,4010820,SA0820,SWA08,0,0,0
SW_RYP_SHN,3,4010920,SA0920,SWA09,0,0,0
SW_RYP_SHN,3,4011020,SA1020,SWA10,0,0,0
SW_RYP_SHN,3,4011120,SA1120,SWA11,0,0,0
SW_RYP_SHN,3,4011220,SA1220,SWA12,0,0,0
SW_RYP_SHN,3,4011320,SA1320,SWA13,0,0,0
SW_RYP_SHN,3,4011420,SA1420,SWA14,0,0,0
SW_RYP_SHN,3,4011520,SA1520,SWA15,0,0,0
SW_RYP_SHN,3,4011620,SA1620,SWA16,0,0,0
SW_RYP_SHN,3,4011720,SA1720,SWA17,0,0,0
SW_RYP_SHN,3,4011820,SA1820,SWA18,0,0,0
SW_RYP_SHN,3,4011920,SA1920,SWA19,0,0,0
SW_RYP_SHN,3,4012020,SA2020,SWA20,0,0,0
SW_RYP_SHN,3,4012120,SA2120,SWA21,0,0,0
SW_RYP_SHN,3,4012220,SA2220,SWA22,0,0,0
SW_SHN_RYP,3,4020650,SB0650,SWB06,0,0,0
SW_SHN_RYP,3,4020750,SB0750,SWB07,0,0,0
SW_SHN_RYP,3,4020850,SB0850,SWB08,0,0,0
SW_SHN_RYP,3,4020950,SB0950,SWB09,0,0,0
SW_SHN_RYP,3,4021050,SB1050,SWB10,0,0,0
SW_SHN_RYP,3,4021150,SB1150,SWB11,0,0,0
SW_SHN_RYP,3,4021250,SB1250,SWB12,0,0,0
SW_SHN_RYP,3,4021350,SB1350,SWB13,0,0,0
SW_SHN_RYP,3,4021450,SB1450,SWB14,0,0,0
SW_SHN_RYP,3,4021550,SB1550,SWB15,0,0,0
SW_SHN_RYP,3,4021650,SB1650,SWB16,0,0,0
SW_SHN_RYP,3,4021750,SB1750,SWB17,0,0,0
SW_SHN_RYP,3,4021850,SB1850,SWB18,0,0,0
SW_SHN_RYP,3,4021950,SB1950,SWB19,0,0,0
SW_SHN_RYP,3,4022050,SB2050,SWB20,0,0,0
SW_SHN_RYP,3,4022150,SB2150,SWB21,0,0,0
SW_SHN_RYP,3,4022250,SB2250,SWB22,0,0,0
LM_EUS_MKC,3,5010650,MA0650,LMA06,0,0,0
LM_EUS_MKC,3,5010750,MA0750,LMA07,0,0,0
LM_EUS_MKC,3,5010850,MA0850,LMA08,0,0,0
LM_EUS_MKC,3,5010950,MA0950,LMA09,0,0,0
LM_EUS_MKC,3,5011050,MA1050,LMA10,0,0,0
LM_EUS_MKC,3,5011150,MA1150,LMA11,0,0,0
LM_EUS_MKC,3,5011250,MA1250,LMA12,0,0,0
LM_EUS_MKC,3,5011350,MA1350,LMA13,0,0,0
LM_EUS_MKC,3,5011450,MA1450,LMA14,0,0,0
LM_EUS_MKC,3,5011550,MA1550,LMA15,0,0,0
LM_EUS_MKC,3,5011650,MA1650,LMA16,0,0,0
LM_EUS_MKC,3,5011750,MA1750,LMA17,0,0,0
LM_EUS_MKC,3,5011850,MA1850,LMA18,0,0,0
LM_EUS_MKC,3,5011950,MA1950,LMA19,0,0,0
LM_EUS_MKC,3,5012050,MA2050,LMA20,0,0,0
LM_EUS_MKC,3,5012150,MA2150,LMA21,0,0,0
LM_EUS_MKC,3,5012250,MA2250,LMA22,0,0,0
LM_MKC_EUS,3,5020610,MB0610,LMB06,0,0,0
LM_MKC_EUS,3,5020710,MB0710,LMB07,0,0,0
LM_MKC_EUS,3,5020810,MB0810,LMB08,0,0,0
LM_MKC_EUS,3,5020910,MB0910,LMB09,0,0,0
LM_MKC_EUS,3,5021010,MB1010,LMB10,0,0,0
LM_MKC_EUS,3,5021110,MB1110,LMB11,0,0,0
LM_MKC_EUS,3,5021210,MB1210,LMB12,0,0,0
LM_MKC_EUS,3,5021310,MB1310,LMB13,0,0,0
LM_MKC_EUS,3,5021410,MB1410,LMB14,0,0,0
LM_MKC_EUS,3,5021510,MB1510,LMB15,0,0,0
LM_MKC_EUS,3,5021610,MB1610,LMB16,0,0,0
LM_MKC_EUS,3,5021710,MB1710,LMB17,0,0,0
LM_MKC_EUS,3,5021810,MB1810,LMB18,0,0,0
LM_MKC_EUS,3,5021910,MB1910,LMB19,0,0,0
LM_MKC_EUS,3,5022010,MB2010,LMB20,0,0,0
LM_MKC_EUS,3,5022110,MB2110,LMB21,0,0,0
LM_MKC_EUS,3,5022210,MB2210,LMB22,0,0,0
