trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
1021100,11:44:00,11:45:00,ECR,4,2,0,0,,1
1021100,12:00:00,12:00:00,VIC,5,16,1,0,,1
1021200,12:00:00,12:00:00,BTN,1,6,0,1,,1
1021200,12:16:00,12:17:00,HHE,2,2,0,0,,1
1021200,12:29:00,12:30:00,GTW,3,4,0,0,,1
1021200,12:44:00,12:45:00,ECR,4,2,0,0,,1
1021200,13:00:00,13:00:00,VIC,5,16,1,0,,1
1021300,13:00:00,13:00:00,BTN,1,6,0,1,,1
1021300,13:16:00,13:17:00,HHE,2,2,0,0,,1
1021300,13:29:00,13:30:00,GTW,3,4,0,0,,1
1021300,13:44:00,13:45:00,ECR,4,2,0,0,,1
1021300,14:00:00,14:00:00,VIC,5,16,1,0,,1
1021400,14:00:00,14:00:00,BTN,1,6,0,1,,1
1021400,14:16:00,14:17:00,HHE,2,2,0,0,,1
1021400,14:29:00,14:30:00,GTW,3,4,0,0,,1
1021400,14:44:00,14:45:00,ECR,4,2,0,0,,1
1021400,15:00:00,15:00:00,VIC,5,16,1,0,,1
1021500,15:00:00,15:00:00,BTN,1,6,0,1,,1
1021500,15:16:00,15:17:00,HHE,2,2,0,0,,1
1021500,15:29:00,15:30:00,GTW,3,4,0,0,,1
1021500,15:44:00,15:45:00,ECR,4,2,0,0,,1
1021500,16:00:00,16:00:00,VIC,5,16,1,0,,1
1021600,16:00:00,16:00:00,BTN,1,6,0,1,,1
1021600,16:16:00,16:17:00,HHE,2,2,0,0,,1
1021600,16:29:00,16:30:00,GTW,3,4,0,0,,1
1021600,16:44:00,16:45:00,ECR,4,2,0,0,,1
1021600,17:00:00,17:00:00,VIC,5,16,1,0,,1
1021700,17:00:00,17:00:00,BTN,1,6,0,1,,1
1021700,17:16:00,17:17:00,HHE,2,2,0,0,,1
1021700,17:29:00,17:30:00,GTW,3,4,0,0,,1
1021700,17:44:00,17:45:00,ECR,4,2,0,0,,1
1021700,18:00:00,18:00:00,VIC,5,16,1,0,,1
1021800,18:00:00,18:00:00,BTN,1,6,0,1,,1
1021800,18:16:00,18:17:00,HHE,2,2,0,0,,1
1021800,18:29:00,18:30:00,GTW,3,4,0,0,,1
1021800,18:44:00,18:45:00,ECR,4,2,0,0,,1
1021800,19:00:00,19:00:00,VIC,5,16,1,0,,1
1021900,19:00:00,19:00:00,BTN,1,6,0,1,,1
1021900,19:16:00,19:17:00,HHE,2,2,0,0,,1
1021900,19:29:00,19:30:00,GTW,3,4,0,0,,1
1021900,19:44:00,19:45:00,ECR,4,2,0,0,,1
1021900,20:00:00,20:00:00,VIC,5,16,1,0,,1
1022000,20:00:00,20:00:00,BTN,1,6,0,1,,1
1022000,20:16:00,20:17:00,HHE,2,2,0,0,,1
1022000,20:29:00,20:30:00,GTW,3,4,0,0,,1
1022000,20:44:00,20:45:00,ECR,4,2,0,0,,1
1022000,21:00:00,21:00:00,VIC,5,16,1,0,,1
1022100,21:00:00,21:00:00,BTN,1,6,0,1,,1
1022100,21:16:00,21:17:00,HHE,2,2,0,0,,1
1022100,21:29:00,21:30:00,GTW,3,4,0,0,,1
1022100,21:44:00,21:45:00,ECR,4,2,0,0,,1
1022100,22:00:00,22:00:00,VIC,5,16,1,0,,1
1022200,22:00:00,22:00:00,BTN,1,6,0,1,,1
1022200,22:16:00,22:17:00,HHE,2,2,0,0,,1
1022200,22:29:00,22:30:00,GTW,3,4,0,0,,1
1022200,22:44:00,22:45:00,ECR,4,2,0,0,,1
1022200,23:00:00,23:00:00,VIC,5,16,1,0,,1
1030615,06:15:00,06:15:00,VIC,1,17,0,1,,1
1030615,06:22:00,06:23:00,CLJ,2,13,0,0,,1
1030615,06:33:00,06:34:00,ECR,3,1,0,0,,1
1030615,06:47:00,06:48:00,RDH,4,1,0,0,,1
1030615,06:57:00,06:58:00,GTW,5,3,0,0,,1
1030615,07:05:00,07:06:00,TBD,6,1,0,0,,1
1030615,07:15:00,07:16:00,HHE,7,3,0,0,,1
1030615,07:40:00,07:40:00,BTN,8,7,1,0,,1
1030645,06:45:00,06:45:00,VIC,1,17,0,1,,1
1030645,06:52:00,06:53:00,CLJ,2,13,0,0,,1
1030645,07:03:00,07:04:00,ECR,3,1,0,0,,1
1030645,07:17:00,07:18:00,RDH,4,1,0,0,,1
1030645,07:27:00,07:28:00,GTW,5,3,0,0,,1
1030645,07:35:00,07:36:00,TBD,6,1,0,0,,1
1030645,07:45:00,07:46:00,HHE,7,3,0,0,,1
1030645,08:10:00,08:10:00,BTN,8,7,1,0,,1
1030715,07:15:00,07:15:00,VIC,1,17,0,1,,1
1030715,07:22:00,07:23:00,CLJ,2,13,0,0,,1
1030715,07:33:00,07:34:00,ECR,3,1,0,0,,1
1030715,07:47:00,07:48:00,RDH,4,1,0,0,,1
1030715,07:57:00,07:58:00,GTW,5,3,0,0,,1
1030715,08:05:00,08:06:00,TBD,6,1,0,0,,1
1030715,08:15:00,08:16:00,HHE,7,3,0,0,,1
1030715,08:40:00,08:40:00,BTN,8,7,1,0,,1
1030745,07:45:00,07:45:00,VIC,1,17,0,1,,1
1030745,07:52:00,07:53:00,CLJ,2,13,0,0,,1
1030745,08:03:00,08:04:00,ECR,3,1,0,0,,1
1030745,08:17:00,08:18:00,RDH,4,1,0,0,,1
1030745,08:27:00,08:28:00,GTW,5,3,0,0,,1
1030745,08:35:00,08:36:00,TBD,6,1,0,0,,1
1030745,08:45:00,08:46:00,HHE,7,3,0,0,,1
1030745,09:10:00,09:10:00,BTN,8,7,1,0,,1
1030815,08:15:00,08:15:00,VIC,1,17,0,1,,1
1030815,08:22:00,08:23:00,CLJ,2,13,0,0,,1
1030815,08:33:00,08:34:00,ECR,3,1,0,0,,1
1030815,08:47:00,08:48:00,RDH,4,1,0,0,,1
1030815,08:57:00,08:58:00,GTW,5,3,0,0,,1
1030815,09:05:00,09:06:00,TBD,6,1,0,0,,1
1030815,09:15:00,09:16:00,HHE,7,3,0,0,,1
1030815,09:40:00,09:40:00,BTN,8,7,1,0,,1
1030845,08:45:00,08:45:00,VIC,1,17,0,1,,1
1030845,08:52:00,08:53:00,CLJ,2,13,0,0,,1
1030845,09:03:00,09:04:00,ECR,3,1,0,0,,1
1030845,09:17:00,09:18:00,RDH,4,1,0,0,,1
1030845,09:27:00,09:28:00,GTW,5,3,0,0,,1
1030845,09:35:00,09:36:00,TBD,6,1,0,0,,1
1030845,09:45:00,09:46:00,HHE,7,3,0,0,,1
1030845,10:10:00,10:10:00,BTN,8,7,1,0,,1
1030915,09:15:00,09:15:00,VIC,1,17,0,1,,1
1030915,09:22:00,09:23:00,CLJ,2,13,0,0,,1
1030915,09:33:00,09:34:00,ECR,3,1,0,0,,1
1030915,09:47:00,09:48:00,RDH,4,1,0,0,,1
1030915,09:57:00,09:58:00,GTW,5,3,0,0,,1
1030915,10:05:00,10:06:00,TBD,6,1,0,0,,1
1030915,10:15:00,10:16:00,HHE,7,3,0,0,,1
1030915,10:40:00,10:40:00,BTN,8,7,1,0,,1
1030945,09:45:00,09:45:00,VIC,1,17,0,1,,1
1030945,09:52:00,09:53:00,CLJ,2,13,0,0,,1
1030945,10:03:00,10:04:00,ECR,3,1,0,0,,1
1030945,10:17:00,10:18:00,RDH,4,1,0,0,,1
1030945,10:27:00,10:28:00,GTW,5,3,0,0,,1
1030945,10:35:00,10:36:00,TBD,6,1,0,0,,1
1030945,10:45:00,10:46:00,HHE,7,3,0,0,,1
1030945,11:10:00,11:10:00,BTN,8,7,1,0,,1
1031015,10:15:00,10:15:00,VIC,1,17,0,1,,1
1031015,10:22:00,10:23:00,CLJ,2,13,0,0,,1
1031015,10:33:00,10:34:00,ECR,3,1,0,0,,1
1031015,10:47:00,10:48:00,RDH,4,1,0,0,,1
1031015,10:57:00,10:58:00,GTW,5,3,0,0,,1
1031015,11:05:00,11:06:00,TBD,6,1,0,0,,1
1031015,11:15:00,11:16:00,HHE,7,3,0,0,,1
1031015,11:40:00,11:40:00,BTN,8,7,1,0,,1
1031045,10:45:00,10:45:00,VIC,1,17,0,1,,1
1031045,10:52:00,10:53:00,CLJ,2,13,0,0,,1
1031045,11:03:00,11:04:00,ECR,3,1,0,0,,1
1031045,11:17:00,11:18:00,RDH,4,1,0,0,,1
1031045,11:27:00,11:28:00,GTW,5,3,0,0,,1
1031045,11:35:00,11:36:00,TBD,6,1,0,0,,1
1031045,11:45:00,11:46:00,HHE,7,3,0,0,,1
1031045,12:10:00,12:10:00,BTN,8,7,1,0,,1
1031115,11:15:00,11:15:00,VIC,1,17,0,1,,1
1031115,11:22:00,11:23:00,CLJ,2,13,0,0,,1
1031115,11:33:00,11:34:00,ECR,3,1,0,0,,1
1031115,11:47:00,11:48:00,RDH,4,1,0,0,,1
1031115,11:57:00,11:58:00,GTW,5,3,0,0,,1
1031115,12:05:00,12:06:00,TBD,6,1,0,0,,1
1031115,12:15:00,12:16:00,HHE,7,3,0,0,,1
1031115,12:40:00,12:40:00,BTN,8,7,1,0,,1
1031145,11:45:00,11:45:00,VIC,1,17,0,1,,1
1031145,11:52:00,11:53:00,CLJ,2,13,0,0,,1
1031145,12:03:00,12:04:00,ECR,3,1,0,0,,1
1031145,12:17:00,12:18:00,RDH,4,1,0,0,,1
1031145,12:27:00,12:28:00,GTW,5,3,0,0,,1
1031145,12:35:00,12:36:00,TBD,6,1,0,0,,1
1031145,12:45:00,12:46:00,HHE,7,3,0,0,,1
1031145,13:10:00,13:10:00,BTN,8,7,1,0,,1
1031215,12:15:00,12:15:00,VIC,1,17,0,1,,1
1031215,12:22:00,12:23:00,CLJ,2,13,0,0,,1
1031215,12:33:00,12:34:00,ECR,3,1,0,0,,1
1031215,12:47:00,12:48:00,RDH,4,1,0,0,,1
1031215,12:57:00,12:58:00,GTW,5,3,0,0,,1
1031215,13:05:00,13:06:00,TBD,6,1,0,0,,1
1031215,13:15:00,13:16:00,HHE,7,3,0,0,,1
1031215,13:40:00,13:40:00,BTN,8,7,1,0,,1
1031245,12:45:00,12:45:00,VIC,1,17,0,1,,1
1031245,12:52:00,12:53:00,CLJ,2,13,0,0,,1
1031245,13:03:00,13:04:00,ECR,3,1,0,0,,1
1031245,13:17:00,13:18:00,RDH,4,1,0,0,,1
1031245,13:27:00,13:28:00,GTW,5,3,0,0,,1
1031245,13:35:00,13:36:00,TBD,6,1,0,0,,1
1031245,13:45:00,13:46:00,HHE,7,3,0,0,,1
1031245,14:10:00,14:10:00,BTN,8,7,1,0,,1
1031315,13:15:00,13:15:00,VIC,1,17,0,1,,1
1031315,13:22:00,13:23:00,CLJ,2,13,0,0,,1
1031315,13:33:00,13:34:00,ECR,3,1,0,0,,1
1031315,13:47:00,13:48:00,RDH,4,1,0,0,,1
1031315,13:57:00,13:58:00,GTW,5,3,0,0,,1
1031315,14:05:00,14:06:00,TBD,6,1,0,0,,1
1031315,14:15:00,14:16:00,HHE,7,3,0,0,,1
1031315,14:40:00,14:40:00,BTN,8,7,1,0,,1
1031345,13:45:00,13:45:00,VIC,1,17,0,1,,1
1031345,13:52:00,13:53:00,CLJ,2,13,0,0,,1
1031345,14:03:00,14:04:00,ECR,3,1,0,0,,1
1031345,14:17:00,14:18:00,RDH,4,1,0,0,,1
1031345,14:27:00,14:28:00,GTW,5,3,0,0,,1
1031345,14:35:00,14:36:00,TBD,6,1,0,0,,1
1031345,14:45:00,14:46:00,HHE,7,3,0,0,,1
1031345,15:10:00,15:10:00,BTN,8,7,1,0,,1
1031415,14:15:00,14:15:00,VIC,1,17,0,1,,1
1031415,14:22:00,14:23:00,CLJ,2,13,0,0,,1
1031415,14:33:00,14:34:00,ECR,3,1,0,0,,1
1031415,14:47:00,14:48:00,RDH,4,1,0,0,,1
1031415,14:57:00,14:58:00,GTW,5,3,0,0,,1
1031415,15:05:00,15:06:00,TBD,6,1,0,0,,1
1031415,15:15:00,15:16:00,HHE,7,3,0,0,,1
1031415,15:40:00,15:40:00,BTN,8,7,1,0,,1
1031445,14:45:00,14:45:00,VIC,1,17,0,1,,1
1031445,14:52:00,14:53:00,CLJ,2,13,0,0,,1
1031445,15:03:00,15:04:00,ECR,3,1,0,0,,1
1031445,15:17:00,15:18:00,RDH,4,1,0,0,,1
1031445,15:27:00,15:28:00,GTW,5,3,0,0,,1
1031445,15:35:00,15:36:00,TBD,6,1,0,0,,1
1031445,15:45:00,15:46:00,HHE,7,3,0,0,,1
1031445,16:10:00,16:10:00,BTN,8,7,1,0,,1
1031515,15:15:00,15:15:00,VIC,1,17,0,1,,1
1031515,15:22:00,15:23:00,CLJ,2,13,0,0,,1
1031515,15:33:00,15:34:00,ECR,3,1,0,0,,1
1031515,15:47:00,15:48:00,RDH,4,1,0,0,,1
1031515,15:57:00,15:58:00,GTW,5,3,0,0,,1
1031515,16:05:00,16:06:00,TBD,6,1,0,0,,1
1031515,16:15:00,16:16:00,HHE,7,3,0,0,,1
1031515,16:40:00,16:40:00,BTN,8,7,1,0,,1
1031545,15:45:00,15:45:00,VIC,1,17,0,1,,1
1031545,15:52:00,15:53:00,CLJ,2,13,0,0,,1
1031545,16:03:00,16:04:00,ECR,3,1,0,0,,1
1031545,16:17:00,16:18:00,RDH,4,1,0,0,,1
1031545,16:27:00,16:28:00,GTW,5,3,0,0,,1
1031545,16:35:00,16:36:00,TBD,6,1,0,0,,1
1031545,16:45:00,16:46:00,HHE,7,3,0,0,,1
1031545,17:10:00,17:10:00,BTN,8,7,1,0,,1
1031615,16:15:00,16:15:00,VIC,1,17,0,1,,1
1031615,16:22:00,16:23:00,CLJ,2,13,0,0,,1
1031615,16:33:00,16:34:00,ECR,3,1,0,0,,1
1031615,16:47:00,16:48:00,RDH,4,1,0,0,,1
1031615,16:57:00,16:58:00,GTW,5,3,0,0,,1
1031615,17:05:00,17:06:00,TBD,6,1,0,0,,1
1031615,17:15:00,17:16:00,HHE,7,3,0,0,,1
1031615,17:40:00,17:40:00,BTN,8,7,1,0,,1
1031645,16:45:00,16:45:00,VIC,1,17,0,1,,1
1031645,16:52:00,16:53:00,CLJ,2,13,0,0,,1
1031645,17:03:00,17:04:00,ECR,3,1,0,0,,1
1031645,17:17:00,17:18:00,RDH,4,1,0,0,,1
1031645,17:27:00,17:28:00,GTW,5,3,0,0,,1
1031645,17:35:00,17:36:00,TBD,6,1,0,0,,1
1031645,17:45:00,17:46:00,HHE,7,3,0,0,,1
1031645,18:10:00,18:10:00,BTN,8,7,1,0,,1
1031715,17:15:00,17:15:00,VIC,1,17,0,1,,1
1031715,17:22:00,17:23:00,CLJ,2,13,0,0,,1
1031715,17:33:00,17:34:00,ECR,3,1,0,0,,1
1031715,17:47:00,17:48:00,RDH,4,1,0,0,,1
1031715,17:57:00,17:58:00,GTW,5,3,0,0,,1
1031715,18:05:00,18:06:00,TBD,6,1,0,0,,1
1031715,18:15:00,18:16:00,HHE,7,3,0,0,,1
1031715,18:40:00,18:40:00,BTN,8,7,1,0,,1
1031745,17:45:00,17:45:00,VIC,1,17,0,1,,1
1031745,17:52:00,17:53:00,CLJ,2,13,0,0,,1
1031745,18:03:00,18:04:00,ECR,3,1,0,0,,1
1031745,18:17:00,18:18:00,RDH,4,1,0,0,,1
1031745,18:27:00,18:28:00,GTW,5,3,0,0,,1
1031745,18:35:00,18:36:00,TBD,6,1,0,0,,1
1031745,18:45:00,18:46:00,HHE,7,3,0,0,,1
1031745,19:10:00,19:10:00,BTN,8,7,1,0,,1
1031815,18:15:00,18:15:00,VIC,1,17,0,1,,1
1031815,18:22:00,18:23:00,CLJ,2,13,0,0,,1
1031815,18:33:00,18:34:00,ECR,3,1,0,0,,1
1031815,18:47:00,18:48:00,RDH,4,1,0,0,,1
1031815,18:57:00,18:58:00,GTW,5,3,0,0,,1
1031815,19:05:00,19:06:00,TBD,6,1,0,0,,1
1031815,19:15:00,19:16:00,HHE,7,3,0,0,,1
1031815,19:40:00,19:40:00,BTN,8,7,1,0,,1
1031845,18:45:00,18:45:00,VIC,1,17,0,1,,1
1031845,18:52:00,18:53:00,CLJ,2,13,0,0,,1
1031845,19:03:00,19:04:00,ECR,3,1,0,0,,1
1031845,19:17:00,19:18:00,RDH,4,1,0,0,,1
1031845,19:27:00,19:28:00,GTW,5,3,0,0,,1
1031845,19:35:00,19:36:00,TBD,6,1,0,0,,1
1031845,19:45:00,19:46:00,HHE,7,3,0,0,,1
1031845,20:10:00,20:10:00,BTN,8,7,1,0,,1
1031915,19:15:00,19:15:00,VIC,1,17,0,1,,1
1031915,19:22:00,19:23:00,CLJ,2,13,0,0,,1
1031915,19:33:00,19:34:00,ECR,3,1,0,0,,1
1031915,19:47:00,19:48:00,RDH,4,1,0,0,,1
1031915,19:57:00,19:58:00,GTW,5,3,0,0,,1
1031915,20:05:00,20:06:00,TBD,6,1,0,0,,1
1031915,20:15:00,20:16:00,HHE,7,3,0,0,,1
1031915,20:40:00,20:40:00,BTN,8,7,1,0,,1
1031945,19:45:00,19:45:00,VIC,1,17,0,1,,1
1031945,19:52:00,19:53:00,CLJ,2,13,0,0,,1
1031945,20:03:00,20:04:00,ECR,3,1,0,0,,1
1031945,20:17:00,20:18:00,RDH,4,1,0,0,,1
1031945,20:27:00,20:28:00,GTW,5,3,0,0,,1
1031945,20:35:00,20:36:00,TBD,6,1,0,0,,1
1031945,20:45:00,20:46:00,HHE,7,3,0,0,,1
1031945,21:10:00,21:10:00,BTN,8,7,1,0,,1
1032015,20:15:00,20:15:00,VIC,1,17,0,1,,1
1032015,20:22:00,20:23:00,CLJ,2,13,0,0,,1
1032015,20:33:00,20:34:00,ECR,3,1,0,0,,1
1032015,20:47:00,20:48:00,RDH,4,1,0,0,,1
1032015,20:57:00,20:58:00,GTW,5,3,0,0,,1
1032015,21:05:00,21:06:00,TBD,6,1,0,0,,1
1032015,21:15:00,21:16:00,HHE,7,3,0,0,,1
1032015,21:40:00,21:40:00,BTN,8,7,1,0,,1
1032045,20:45:00,20:45:00,VIC,1,17,0,1,,1
1032045,20:52:00,20:53:00,CLJ,2,13,0,0,,1
1032045,21:03:00,21:04:00,ECR,3,1,0,0,,1
1032045,21:17:00,21:18:00,RDH,4,1,0,0,,1
1032045,21:27:00,21:28:00,GTW,5,3,0,0,,1
1032045,21:35:00,21:36:00,TBD,6,1,0,0,,1
1032045,21:45:00,21:46:00,HHE,7,3,0,0,,1
1032045,22:10:00,22:10:00,BTN,8,7,1,0,,1
1032115,21:15:00,21:15:00,VIC,1,17,0,1,,1
1032115,21:22:00,21:23:00,CLJ,2,13,0,0,,1
1032115,21:33:00,21:34:00,ECR,3,1,0,0,,1
1032115,21:47:00,21:48:00,RDH,4,1,0,0,,1
1032115,21:57:00,21:58:00,GTW,5,3,0,0,,1
1032115,22:05:00,22:06:00,TBD,6,1,0,0,,1
1032115,22:15:00,22:16:00,HHE,7,3,0,0,,1
1032115,22:40:00,22:40:00,BTN,8,7,1,0,,1
1032145,21:45:00,21:45:00,VIC,1,17,0,1,,1
1032145,21:52:00,21:53:00,CLJ,2,13,0,0,,1
1032145,22:03:00,22:04:00,ECR,3,1,0,0,,1
1032145,22:17:00,22:18:00,RDH,4,1,0,0,,1
1032145,22:27:00,22:28:00,GTW,5,3,0,0,,1
1032145,22:35:00,22:36:00,TBD,6,1,0,0,,1
1032145,22:45:00,22:46:00,HHE,7,3,0,0,,1
1032145,23:10:00,23:10:00,BTN,8,7,1,0,,1
1032215,22:15:00,22:15:00,VIC,1,17,0,1,,1
1032215,22:22:00,22:23:00,CLJ,2,13,0,0,,1
1032215,22:33:00,22:34:00,ECR,3,1,0,0,,1
1032215,22:47:00,22:48:00,RDH,4,1,0,0,,1
1032215,22:57:00,22:58:00,GTW,5,3,0,0,,1
1032215,23:05:00,23:06:00,TBD,6,1,0,0,,1
1032215,23:15:00,23:16:00,HHE,7,3,0,0,,1
1032215,23:40:00,23:40:00,BTN,8,7,1,0,,1
1032245,22:45:00,22:45:00,VIC,1,17,0,1,,1
1032245,22:52:00,22:53:00,CLJ,2,13,0,0,,1
1032245,23:03:00,23:04:00,ECR,3,1,0,0,,1
1032245,23:17:00,23:18:00,RDH,4,1,0,0,,1
1032245,23:27:00,23:28:00,GTW,5,3,0,0,,1
1032245,23:35:00,23:36:00,TBD,6,1,0,0,,1
1032245,23:45:00,23:46:00,HHE,7,3,0,0,,1
1032245,24:10:00,24:10:00,BTN,8,7,1,0,,1
1040610,06:10:00,06:10:00,BTN,1,8,0,1,,1
1040610,06:34:00,06:35:00,HHE,2,2,0,0,,1
1040610,06:44:00,06:45:00,TBD,3,2,0,0,,1
1040610,06:52:00,06:53:00,GTW,4,4,0,0,,1
